school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,latitude_longitude,lat,lon
HOLY INNOCENTS' HIGH SCHOOL,http://www.holyinnocentshigh.moe.edu.sg,1191 UPPER SERANGOON ROAD,534786,62833381,na,62831737,na,HIHS@MOE.EDU.SG,HOUGANG MRT,"27, 72, 74, 80, 87, 89, 101, 107, 113, 116, 119, 132, 136, 147, 153, 161, 165, 324, 325",MRS REBECCA CHEW,MR NG CHENG SONG JEREMY,MR CHIA KENG HWEE,,,,,HOUGANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Holy Innocents' High School, 1191, Upper Serangoon Road, Hougang, Northeast, 534786, Singapore",1.3716598,103.8957435716956
HOLY INNOCENTS' PRIMARY SCHOOL,http://www.holyinnocentspri.moe.edu.sg/,5    Lorong Low Koon,536451,62886516,na,62876393,na,HOLYINNOCENTSPRI@MOE.EDU.SG,2km walk to Hougang MRT,"51,72,80,101,119,132,136,153.",MISS SEET ENG GEOK LENA,MS KOH CHIOW TEE THERESA,MDM YUE  SHARON,,,,,HOUGANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Chinese,na,na,"Holy Innocents' Primary School, 5, Lorong Low Koon, Hougang, Northeast, 536451, Singapore",1.36708755,103.89388216851452
HONG WEN SCHOOL,http://www.hongwen.moe.edu.sg,30   TOWNER ROAD,327829,62943340,na,62937625,na,hws@moe.edu.sg,Boon Keng MRT,"Serangoon Road: 13, 23, 31, 64, 65, 66, 125, 133, 147, 857, 985 Balestier Road: 21, 125, 130, 139, 145",MRS THERESA HONG-NG,MR LIM CHONG ENG,,,,,,KALLANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Chinese,na,na,"Hong Wen School, 30, Towner Road, Kallang, Central, 327829, Singapore",1.32178305,103.85752691301875
HORIZON PRIMARY SCHOOL,http://www.horizonpri.moe.edu.sg,61   Edgedale Plains,828819,67535411,na,67523971,na,horizon_ps@moe.edu.sg,Punggol MRT Station (NE17)  (LRT: Kadaloor [PE5] or Oasis [PE6]),"3, 50, 83, 85, 569",MDM GRACE HO LI JUN,MR OW EU GENE JOHN,MDM SENTHIL POONKODI D/O R K,,,,,PUNGGOL,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Horizon Primary School, 61, Edgedale Plains, Punggol, Northeast, 828819, Singapore",1.39998505,103.91311619800231
HOUGANG PRIMARY SCHOOL,http://www.hougangpri.moe.edu.sg/,1    HOUGANG ST 93,534238,64897445,na,64897446,na,HOUGANG_PS@MOE.EDU.SG,"Ang Mo Kio, Buangkok, Hougang, Sengkang, Yio Chu Kang","SBS 43, 72, 88, 101, 109, 116, 156, 159, 325, 329","MR GOH WAI MIN, JASON",MISS LIEW PANG HAI,,,,,,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Hougang Primary School, 1, Hougang Street 93, Hougang, Northeast, 534238, Singapore",1.3783581,103.88107202176852
HOUGANG SECONDARY SCHOOL,http://www.hougangsec.moe.edu.sg,2    HOUGANG STREET 93,534256,63851990,na,63852015,na,HOUGANG_SS@MOE.EDU.SG,"HOUGANG MRT, BUANGKOK MRT","43, 88, 101, 109, 156, 159, 161, 325, 329",MR ARIVAZHAGAN MANICKAM,MRS YOONG JIN ING,MDM JESMINE CHUNG KAH MIN,,,,,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Hougang Secondary School, 2, Hougang Street 93, Hougang, Northeast, 534256, Singapore",1.37776255,103.88245888987892
HUA YI SECONDARY SCHOOL,http://www.huayisec.moe.edu.sg,60   JURONG WEST ST 42,649371,65634568,na,65634505,na,HYSS@MOE.EDU.SG,"LAKESIDE MRT, CHINESE GARDEN MRT","49, 98, 98B, 98M, 99, 157, 185, 187, 198, 198A, 334, 335, 502",MISS GWEE SU PIN SANDRA,MDM KHOO HENG OI CATHERINE,MDM TAN KAY BIN,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Hua Yi Secondary School, 60, Jurong West Street 42, Jurong West, Southwest, 649371, Singapore",1.3520885,103.72162517495629
HUAMIN PRIMARY SCHOOL,http://www.huaminpri.moe.edu.sg,21   YISHUN AVENUE 11,768857,67529004,na,67552455,na,huamin_ps@moe.edu.sg,Yishun MRT Station,"806, 804",MDM NOORISMAWATY BTE ISMAIL,MDM BALAKRISHNAN CORINNE ANNE,,,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Huamin Primary School, 21, Yishun Avenue 11, Yishun, Northwest, 768857, Singapore",1.42686205,103.84426433501295
HWA CHONG INSTITUTION,http://www.hwachong.edu.sg,661  BUKIT TIMAH ROAD,269734,64683955,64683956 / 64665912,67695857,na,admin@hci.edu.sg,TAN KAH KEE MRT,"66, 67, 74, 151, 154, 156, 157, 170, 170A, 174, 852, 961, 961M",MR PANG CHOON HOW,DR LIM HONG SENG MELVYN,MR CHAN KWOK LEONG,MRS CHIN-LEOW BEE KUAN,DR CHUNG WEN CHEE,,,BUKIT TIMAH,WEST,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,No,No,Yes,Chinese,na,na,"Hwa Chong Institution, 661, Bukit Timah Road, Bukit Timah, Northwest, 269734, Singapore",1.3262797499999999,103.80352576452364
INNOVA PRIMARY SCHOOL,http://www.innovapri.moe.edu.sg/,80   Woodlands Drive 17,737888,68944693,na,68942573,na,innova_pri@moe.edu.sg,Woodlands,"900A (weekdays only - 7.00 am to 8.30 am & 4.30 pm to 6.30 pm), 901",MISS WINDERSALAM SHYAMALA DEVI,MDM TAY GEK KHIM,MR LAU YEAN HUI,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Innova Primary School, 80, Woodlands Drive 17, Woodlands, Northwest, 737888, Singapore",1.4292761,103.79073434544745
JIEMIN PRIMARY SCHOOL,http://www.jieminpri.moe.edu.sg,2    YISHUN STREET 71,768515,67586472,na,67559958,na,jiemin_ps@moe.edu.sg,Yishun MRT Station,"167,169,171,800,811,000,000,000,000,000,000",MR ANDY MICKEY CHOONG TEK CHOY,MRS NUR FATIMAH FRAUDER,MISS WONG KAH WAN JOY,,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Jiemin Primary School, 2, Yishun Street 71, Yishun, Northwest, 737888, Singapore",1.42810765,103.83017091898063
JING SHAN PRIMARY SCHOOL,http://www.jingshanpri.moe.edu.sg,5    ANG MO KIO ST 52,569228,64566305,na,64581619,na,jsps@moe.edu.sg,Ang Mo Kio MRT,Bus 265,MDM BOEY HUEY PENG SHARON,MISS REZIA RAHUMATHULLAH,MISS NG SUAT THENG ANGELA,,,,,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Jing Shan Primary School, 5, Ang Mo Kio Street 52, Ang Mo Kio, Central, 569228, Singapore",1.3722577999999999,103.85201520714915
JUNYUAN PRIMARY SCHOOL,https://junyuanpri.moe.edu.sg,2    Tampines Street 91,528906,67830375,na,67887395,na,JUNYUAN_PS@MOE.EDU.SG,Tampines West (Downtown Line); Tampines (East-West Line),"76281: 22, 46, 129 76061: 10, 15, 20, 21, 23, 27, 31, 34, 39, 65, 67, 168, 292 75051: 5, 8, 18, 28, 59, 118",MR CHAN WENG CHEONG,MDM HO LAY YEN JENNY,,,,,,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Junyuan Primary School, 2, Tampines Street 91, Tampines, Northeast, 528906, Singapore",1.347782,103.9393972465966
JUNYUAN SECONDARY SCHOOL,http://www.junyuansec.moe.edu.sg,11   TAMPINES STREET 84,528933,65873683,na,65873682,na,JUNYUAN_SS@MOE.EDU.SG,"TAMPINES MRT, TAMPINES WEST MRT","69, 291, 293",MR MOHAMED RAZALI B ABDUL HAMED,MR NG CHENG KEONG,,,,,,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Junyuan Secondary School, 11, Tampines Street 84, Tampines, Northeast, 528933, Singapore",1.35317525,103.93354472807195
JURONG PIONEER JUNIOR COLLEGE,http://jpjc.moe.edu.sg,21   Teck Whye Walk,688258,+65 6564 6878,na,+65 6765 1861,na,jpjc@moe.edu.sg,Choa Chu Kang / Bt Panjang / Phoenix Station (LRT),"975, 190, 985",DR HANG KIM HOO,MISS YEO SIOK EE,MR NAH HONG LEONG,,,,,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,Chinese,Malay,Tamil,"Jurong Pioneer Junior College, 21, Teck Whye Walk, Choa Chu Kang, Southwest, 688258, Singapore",1.38545185,103.753923628179
JURONG PRIMARY SCHOOL,http://www.jurongpri.moe.edu.sg,320  JURONG EAST Street 32,609476,65618837,na,65641964,na,JPS@MOE.EDU.SG,"Lakeside MRT Station, Jurong East MRT Station",333,MR ONG THIAM HUAT ROBIN,MR CHEN ZHONGYI,,,,,,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Jurong Primary School, 320, Jurong East Street 32, Jurong East, Southwest, 609476, Singapore",1.3487249000000001,103.73305563805556
JURONG SECONDARY SCHOOL,http://www.jurongsec.moe.edu.sg,31   YUAN CHING ROAD,618652,62655980,na,62686414,na,JURONG_SS@MOE.EDU.SG,LAKESIDE MRT,"30, 49, 98, 98A, 154, 240, 246",MDM TAY SU- CHIN (ZHENG SUZHEN),MISS TAN HUI MIN DEBORAH,MDM LER SIAH WOON JULIA,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Jurong Secondary School, 31, Yuan Ching Road, Jurong West, Southwest, 618652, Singapore",1.33030995,103.72397423030336
JURONG WEST PRIMARY SCHOOL,http://www.jurongwestpri.moe.edu.sg,30   JURONG WEST ST 61,648368,67933419,na,67936593,na,JWPS@MOE.EDU.SG,Pioneer MRT Station,192,MR CHRIS LOH KAI MUN,MR PILLAY P KRISHNAN,,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Jurong West Primary School, 30, Jurong West Street 61, Jurong West, Southwest, 609476, Singapore",1.3393141499999999,103.69902734141112
JURONG WEST SECONDARY SCHOOL,http://www.jurongwestsec.moe.edu.sg,61   JURONG WEST STREET 65,648348,62623593,na,62623587,na,JWSS@MOE.EDU.SG,"BOON LAY MRT, PIONEER MRT","30, 154, 157, 180, 187, 198, 242",MR MICHAEL MUHUNTHAN S/O SUBRAMANIAM,MRS ROSIE LAU @ MDM ROSIE LIM,,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Jurong West Secondary School, 61, Jurong West Street 65, Jurong West, Southwest, 648348, Singapore",1.3354612000000001,103.70240256902011
JURONGVILLE SECONDARY SCHOOL,http://www.jurongvillesec.moe.edu.sg,202  JURONG EAST AVENUE 1,609790,65638704,na,65662137,na,JURONGVILLE@MOE.EDU.SG,"JURONG EAST MRT, CHINESE GARDEN MRT","98, 98M, 99, 157, 185, 187, 198, 334, 502",MR CHAN YEW WOOI,MR YONG KEK SHOONG,,,,,,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Jurongville Secondary School, 202, Jurong East Avenue 1, Jurong East, Southwest, 609790, Singapore",1.35128445,103.72897389782479
JUYING PRIMARY SCHOOL,http://www.juyingpri.moe.edu.sg/,31   JURONG WEST STREET 91,649037,67932039,na,67932040,na,JUYING_PS@MOE.EDU.SG,Boon Lay MRT Station (Jurong Point),SBS 99 (From Clementi Inter-change) SBS 241 (From Boon Lay Inter-change),MRS SROYA JASWANT,MDM SITI SUHAILA BTE SAPIHE,MDM WONG WEI YI,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Juying Primary School, 31, Jurong West Street 91, Jurong West, Southwest, 649037, Singapore",1.33875125,103.68825378175828
JUYING SECONDARY SCHOOL,http://juyingsec.moe.edu.sg,33   JURONG WEST STREET 91,649038,63089898,na,67932835,na,JUYING_SS@MOE.EDU.SG,"BOON LAY MRT, PIONEER MRT, JOO KOON MRT","99, 241",MDM SOH BENG MUI,MR NG HAN MING,,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Jurong West Street 91, Jurong West, Southwest, 640933, Singapore",1.3418086,103.6902322
KEMING PRIMARY SCHOOL,http://www.kemingpri.moe.edu.sg,90   BUKIT BATOK EAST AVENUE 6,659762,68962054,na,65632356,na,KMPS@MOE.EDU.SG,Bukit Batok,"61,66,77,106,157,174,178,963",MRS YAP DAI JEE,"MDM ANG CHAI TING, JESSIE",MISS SARASWATHY D/O IDAMBAN,,,,,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Keming Primary School, 90, Bukit Batok East Avenue 6, Bukit Batok, Southwest, 659762, Singapore",1.3453422000000002,103.75639902669866
KENT RIDGE SECONDARY SCHOOL,http://www.kentridgesec.moe.edu.sg,147  WEST COAST ROAD,127368,67731127,na,67735119,na,KRSS@MOE.EDU.SG,"CLEMENTI MRT, HAW PAR VILLA MRT","30, 51, 143, 175, 176, 201, 282",MR KEH CHIN CHUAN BENEDICT,MR OW KWOK LEONG,,,,,,CLEMENTI,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,na,"Kent Ridge Secondary School, 147, West Coast Road, Clementi, Southwest, 127368, Singapore",1.3011517000000001,103.76512888660395
KHENG CHENG SCHOOL,http://www.khengcheng.moe.edu.sg/,15   LORONG 3 TOA PAYOH,319580,62552502,na,62556569,na,kcs@moe.edu.sg,Braddell,"SBS 235,56,73,88,157,159,163,231,",MDM LEONG CHUI YIN SARAH,MR KHOO GHEE HAN,,,,,,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,"Kheng Cheng School, 15, Lorong 3 Toa Payoh, Toa Payoh, Central, 319580, Singapore",1.33703365,103.84744227895004
KONG HWA SCHOOL,http://www.konghwa.moe.edu.sg,350  GUILLEMARD ROAD,399772,63421195,na,63421120,na,KONGHWA_SCH@MOE.EDU.SG,Dakota,"Service 7,70,70M,197(to Guillemard Road)",MR POON SIOW LENG RAYMOND,MDM FOO MEI PING,MS LEE LEY HAR,,,,,GEYLANG,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Chinese,na,na,"Kong Hwa School, 350, Guillemard Road, Geylang, Southeast, 399772, Singapore",1.3111953,103.88787278336936
KRANJI PRIMARY SCHOOL,http://kranjipri.moe.edu.sg,11   CHOA CHU KANG STREET 54,689189,67634812,na,67634568,na,kranji_ps@moe.edu.sg,Yew Tee MRT,"Bus No 307, 302",MDM GOH MEEI YUNN,MISS MARION DONNE TAY SZE LENG,,,,,,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Kranji Primary School, 11, Choa Chu Kang Street 54, Choa Chu Kang, Northwest, 689189, Singapore",1.39393915,103.74715505973106
KRANJI SECONDARY SCHOOL,http://www.kranjisec.moe.edu.sg,61   CHOA CHU KANG STREET 51,689333,67662464,na,67662095,na,kranji_ss@moe.edu.sg,"CHUA CHU KANG MRT, YEW TEE MRT",302,MR GOH SOON HOE,MR CHRISTOPHER THOMAS,MDM ONG LAY LING,,,,,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Kranji Secondary School, 61, Choa Chu Kang Street 51, Choa Chu Kang, Northwest, 689333, Singapore",1.39047655,103.74113898800454
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,http://www.kuochuanpresbyterianpri.moe.edu.sg,8    BISHAN STREET 13,579793,62595396,na,62588012,na,KCPPS@MOE.EDU.SG,Bishan MRT Station,"54, 56, 410, 410G",MRS YEE-TOH GEK KHIAW,MISS CHEW MAY,MR TOH KIM SING (ZHUO JINSHENG),,,,,BISHAN,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Kuo Chuan Presbyterian Primary School, 8, Bishan Street 13, Bishan, Central, 579793, Singapore",1.3492022000000001,103.85503898769153
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,http://www.kuochuanpresbyteriansec.moe.edu.sg,10   BISHAN STREET 13,579795,62593811,na,63536535,na,kcpss@moe.edu.sg,BISHAN MRT,"54, 56, 410G, 410W",MR JUSTIN TAN,MR TAN CHE CHUEN TIMOTHY,,,,,,BISHAN,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Kuo Chuan Presybterian Secondary School, 10, Bishan Street 13, Bishan, Central, 579795, Singapore",1.35019155,103.85468982217463
LAKESIDE PRIMARY SCHOOL,http://www.lakesidepri.moe.edu.sg/,161  Corporation Walk,618310,62620918,na,62621021,na,lakeside_ps@moe.edu.sg,Lakeside MRT,"30, 49, 98, 98M",MDM TAN SIEW KHIAN FINELLA,MISS NARAYANASAMY UMA RANI,MISS TAN HUI PING,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Lakeside Primary School, 161, Corporation Walk, Jurong West, Southwest, 618310, Singapore",1.33834735,103.71798831116391
LIANHUA PRIMARY SCHOOL,http://www.lianhuapri.moe.edu.sg/,2    BUKIT BATOK STREET 52,659243,65639502,na,65639591,na,lianhua_ps@moe.edu.sg,Bukit Gombak/Bukit Batok,945,MISS KIEW HUI LI PAMELA,MR CHUA KYNN HOWE LEONARD,MDM TAN WAN PHING JANICE,,,,,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Lian Hua Primary School, 2, Bukit Batok Street 52, Bukit Batok, Southwest, 659243, Singapore",1.3538616499999998,103.7540792422912
LOYANG VIEW SECONDARY SCHOOL,http://www.loyangviewsec.moe.edu.sg,12   PASIR RIS STREET 11,519073,65821727,na,65810557,na,loyangview_ss@moe.edu.sg,PASIR RIS MRT,"12, 21, 39, 53, 81, 109, 359, 518",MR LEE HAK BOON,MISS TAN CHOR HIANG,MS SAADIAH SAADON WYLDE,,,,,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Loyang View Secondary School, 12, Pasir Ris Street 11, Pasir Ris, Northeast, 519073, Singapore",1.3664422,103.9575296221395
MAHA BODHI SCHOOL,http://www.mahabodhi.moe.edu.sg/,10   UBI AVENUE 1,408931,67442115,na,67443752,na,MBS@MOE.EDU.SG,"Eunos Station (Transfer Bus No.63, 63M) Ubi Station (Transfer Bus No. 137)","5,8,15,22,25,45,51,55,59,61,63,63M,65,66,93,94,854",MRS ELAINE QUEK-LIM HWEE BIN,MR LIM KIM MIN (LIN JINMIN),MDM WANG MING HWEE,,,,,GEYLANG,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Chinese,na,na,"Maha Bodhi School, 10, Ubi Avenue 1, Geylang, Southeast, 408931, Singapore",1.3284777,103.90153454958934
MANJUSRI SECONDARY SCHOOL,http://www.manjusrisec.moe.edu.sg,20   UBI AVENUE 1,408940,68424558,na,67454492,na,manjusri_ss@moe.edu.sg,"UBI MRT, MACPHERSON MRT","5, 8, 15, 22, 25, 45, 51, 55, 59, 61, 63, 63M, 65, 66, 93, 94, 137, 854",MR SIM CHONG BOON,MDM HENG WEI SHAN,MISS ELEANOR CHIA SHUEN LI,,,,,GEYLANG,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,na,"Manjusri Secondary School, 20, Ubi Avenue 1, Geylang, Southeast, 408940, Singapore",1.3275613499999999,103.90171392055302
MARIS STELLA HIGH SCHOOL,http://www.marisstellahigh.moe.edu.sg,25   MOUNT VERNON ROAD,368051,62803880 (Sec),62827743 (Pri),62886905 (Sec),62827905 (Pri),msh@moe.edu.sg,BARTLEY MRT,"28, 93, 129, 158",MRS WOO SOO MIN,MRS MARIA KOH,MR LIM KAY WAH BENEDICT,MR TAN CHING HUAT,MR TAN KIM KOON,,,TOA PAYOH,NORTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,Yes,No,No,Chinese,na,na,"Maris Stella High School, 25, Mount Vernon Road, Joo Seng, Southeast, 368051, Singapore",1.34203865,103.87832755031559
MARSILING PRIMARY SCHOOL,http://www.marsilingpri.moe.edu.sg,31   WOODLANDS CENTRE ROAD,738927,62696193,na,62699050,na,MARSILING_PS@MOE.EDU.SG,Marsiling MRT Station,"856, 911, 912",MISS CHEE CHUERN HWEI CHERYL,MISS ESTHER ONG CHIN CHIN,MR TAN CHOON SHING,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Marsiling Primary School, 31, Woodlands Centre Road, Woodlands, Northwest, 738927, Singapore",1.4341551,103.77336667761655
MARSILING SECONDARY SCHOOL,http://www.marsilingsec.moe.edu.sg,12   MARSILING ROAD,739110,68941413,na,68946156,na,MARSILING_SS@MOE.EDU.SG,MARSILING MRT,"913, 911",MR GOH AIK CHOON,MR TAY KIM SENG,,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Marsiling Secondary School, 12, Marsiling Road, Woodlands, Northwest, 739110, Singapore",1.43729935,103.77594105924656
MARYMOUNT CONVENT SCHOOL,HTTP://WWW.MARYMOUNTCONVENT.MOE.EDU.SG,20   Marymount Road,297754,6256 6701,6256 6532,6254 3080,na,enquire@marymount.edu.sg,Braddell MRT Station or  Caldecott MRT Station,"141, 235",MRS ALLISON LIM,MDM LEE SWEE MEI CHERYL,MDM TAN MEI MEI ANNA,,,,,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Marymount Convent School, 20, Marymount Road, Toa Payoh, Central, 297754, Singapore",1.3402824,103.83975627199351
MAYFLOWER PRIMARY SCHOOL,http://www.mayflowerpri.moe.edu.sg,6    Ang Mo Kio Avenue 2,569948,64520849,na,64534116,na,MAYFLOWER_PS@MOE.EDU.SG,Yio Chu Kang MRT Station.,"13,86,138,162,269,851,852,853.",MRS LIM- CHUA SIOW LING,MDM CHNG HWUI LIN WINEFREDE,MISS KONG YUIT CHAN NOELLE,,,,,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"6, Ang Mo Kio Avenue 2, Ang Mo Kio, Central, 569948, Singapore",1.3762526,103.83564617885168
MAYFLOWER SECONDARY SCHOOL,http://www.mayflowersec.moe.edu.sg,2    ANG MO KIO STREET 21,569384,64577783,na,64583284,na,MAYFLOWER_SS@MOE.EDU.SG,"ANG MO KIO MRT, MAYFLOWER MRT (Targeted to open in 2020)","71, 76, 132, 165, 166, 169, 262, 265, 268, 269",MDM LEE EET FONG,MR GOH KENG TENG GORDON,MR PRASHANT S/O JAYAPRAGAS,,,,,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Mayflower Secondary School, 2, Ang Mo Kio Street 21, Ang Mo Kio, Central, 569384, Singapore",1.36906525,103.83577078845278
MEE TOH SCHOOL,http://www.meetoh.moe.edu.sg/,21   EDGEDALE PLAINS,828867,64893326,na,64893243,na,MEETOH_SCH@MOE.EDU.SG,Punggol Station,"3,62,83",MDM TAN SUN SUN,MDM TAN LAY WAH,MR LEE CHONG TART RONALD,,,,,PUNGGOL,NORTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,"Mee Toh School, 21, Edgedale Plains, Punggol, Northeast, 828867, Singapore",1.3948814,103.90854484597197
MERIDIAN PRIMARY SCHOOL,http://www.meridianpri.moe.edu.sg/,20   PASIR RIS ST 71,518798,65832125,na,65834993,na,MERIDIAN_PS@MOE.EDU.SG,Pasir Ris MRT Station,"3,359",MS LIZA BTE RAHMAT,DR LAU HOCK SOON,,,,,,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Meridian Primary School, 20, Pasir Ris Street 71, Pasir Ris, Northeast, 518798, Singapore",1.3760329,103.9352079847041
